date,iso_code,indicator,indicator_code,value
1960-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,54208.0
1961-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,55434.0
1962-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,56234.0
1963-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,56699.0
1964-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,57029.0
1965-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,57357.0
1966-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,57702.0
1967-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,58044.0
1968-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,58377.0
1969-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,58734.0
1970-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,59070.0
1971-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,59442.0
1972-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,59849.0
1973-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60236.0
1974-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60527.0
1975-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60653.0
1976-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60586.0
1977-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60366.0
1978-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60102.0
1979-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,59972.0
1980-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60097.0
1981-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,60561.0
1982-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,61341.0
1983-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,62213.0
1984-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,62826.0
1985-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,63024.0
1986-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,62645.0
1987-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,61838.0
1988-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,61072.0
1989-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,61033.0
1990-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,62152.0
1991-01-01,ABW,SP.POP.TOTL,SP.POP.TOTL,64623.0
