indicator,date,value,iso_code
Food Inflation,2010-10-31,1.11,DZA
Food Inflation,2010-11-30,2.65,DZA
Food Inflation,2010-12-31,1.33,DZA
Food Inflation,2011-01-31,2.91,DZA
Food Inflation,2011-02-28,2.73,DZA
Food Inflation,2011-03-31,1.98,DZA
Food Inflation,2011-04-30,4.32,DZA
Food Inflation,2011-05-31,3.39,DZA
Food Inflation,2011-06-30,2.42,DZA
Food Inflation,2011-07-31,6.85,DZA
Food Inflation,2011-08-31,7.13,DZA
Food Inflation,2011-09-30,5.71,DZA
Food Inflation,2011-10-31,6.15,DZA
Food Inflation,2011-11-30,3.46,DZA
Food Inflation,2011-12-31,3.64,DZA
Food Inflation,2012-01-31,8.75,DZA
Food Inflation,2012-02-29,11.82,DZA
Food Inflation,2012-03-31,14.24,DZA
Food Inflation,2012-04-30,15.87,DZA
Food Inflation,2012-05-31,11.29,DZA
Food Inflation,2012-06-30,10.76,DZA
Food Inflation,2012-07-31,10.68,DZA
Food Inflation,2012-08-31,9.16,DZA
Food Inflation,2012-09-30,12.54,DZA
Food Inflation,2012-10-31,15.27,DZA
Food Inflation,2012-11-30,11.99,DZA
Food Inflation,2012-12-31,14.26,DZA
Food Inflation,2013-01-31,10.47,DZA
Food Inflation,2013-02-28,5.96,DZA
Food Inflation,2013-03-31,4.58,DZA
Food Inflation,2013-04-30,2.02,DZA
Food Inflation,2013-05-31,3.2,DZA
Food Inflation,2013-06-30,5.87,DZA
Food Inflation,2013-07-31,4.18,DZA
Food Inflation,2013-08-31,3.47,DZA
Food Inflation,2013-09-30,1.18,DZA
Food Inflation,2013-10-31,-3.03,DZA
Food Inflation,2013-11-30,0.12,DZA
Food Inflation,2013-12-31,1.23,DZA
Food Inflation,2014-01-31,1.4,DZA
Food Inflation,2014-02-28,0.69,DZA
Food Inflation,2014-03-31,0.59,DZA
Food Inflation,2014-04-30,0.14,DZA
Food Inflation,2014-05-31,2.07,DZA
Food Inflation,2014-06-30,5.3,DZA
Food Inflation,2014-07-31,3.9,DZA
Food Inflation,2014-08-31,2.7,DZA
Food Inflation,2014-09-30,5.33,DZA
Food Inflation,2014-10-31,10.15,DZA
Food Inflation,2014-11-30,9.4,DZA
Food Inflation,2014-12-31,5.25,DZA
Food Inflation,2015-01-31,5.57,DZA
Food Inflation,2015-02-28,7.38,DZA
Food Inflation,2015-03-31,6.87,DZA
Food Inflation,2015-04-30,6.93,DZA
Food Inflation,2015-05-31,6.18,DZA
Food Inflation,2015-06-30,2.85,DZA
Food Inflation,2015-07-31,1.4,DZA
Food Inflation,2015-08-31,2.73,DZA
Food Inflation,2015-09-30,4.51,DZA
Food Inflation,2015-10-31,1.38,DZA
Food Inflation,2015-11-30,0.61,DZA
Food Inflation,2015-12-31,1.23,DZA
Food Inflation,2016-01-31,0.0,DZA
Food Inflation,2016-02-29,-2.14,DZA
Food Inflation,2016-03-31,0.08,DZA
Food Inflation,2016-04-30,2.94,DZA
Food Inflation,2016-05-31,2.65,DZA
Food Inflation,2016-06-30,6.48,DZA
Food Inflation,2016-07-31,5.84,DZA
Food Inflation,2016-08-31,3.68,DZA
Food Inflation,2016-09-30,0.67,DZA
Food Inflation,2016-10-31,0.86,DZA
Food Inflation,2016-11-30,5.69,DZA
Food Inflation,2016-12-31,4.92,DZA
Food Inflation,2017-01-31,7.97,DZA
Food Inflation,2017-02-28,9.1,DZA
Food Inflation,2017-03-31,7.2,DZA
Food Inflation,2017-04-30,6.2,DZA
Food Inflation,2017-05-31,4.8,DZA
Food Inflation,2017-06-30,1.74,DZA
Food Inflation,2017-07-31,1.43,DZA
Food Inflation,2017-08-31,4.69,DZA
Food Inflation,2017-09-30,6.69,DZA
Food Inflation,2017-10-31,9.11,DZA
Food Inflation,2017-11-30,4.62,DZA
Food Inflation,2017-12-31,4.15,DZA
Food Inflation,2018-01-31,0.63,DZA
Food Inflation,2018-02-28,-0.74,DZA
Food Inflation,2018-03-31,-1.48,DZA
Food Inflation,2018-04-30,-0.03,DZA
Food Inflation,2018-05-31,4.44,DZA
Food Inflation,2018-06-30,7.05,DZA
Food Inflation,2018-07-31,4.23,DZA
Food Inflation,2018-08-31,2.79,DZA
Food Inflation,2018-09-30,0.32,DZA
Food Inflation,2018-10-31,1.98,DZA
Food Inflation,2018-11-30,2.61,DZA
Food Inflation,2018-12-31,-0.69,DZA
Food Inflation,2019-01-31,2.06,DZA
Food Inflation,2019-02-28,2.04,DZA
Food Inflation,2019-03-31,2.83,DZA
Food Inflation,2019-04-30,1.73,DZA
Food Inflation,2019-05-31,1.68,DZA
Food Inflation,2019-06-30,-3.5,DZA
Food Inflation,2019-07-31,-1.2,DZA
Food Inflation,2019-08-31,-0.4,DZA
Food Inflation,2019-09-30,2.3,DZA
Food Inflation,2019-10-31,-0.3,DZA
Food Inflation,2019-11-30,-0.8,DZA
Food Inflation,2019-12-31,1.6,DZA
Food Inflation,2020-01-31,-1.0,DZA
Food Inflation,2020-02-28,-0.5,DZA
Food Inflation,2020-03-31,0.8,DZA
Food Inflation,2020-04-30,0.6,DZA
Food Inflation,2020-05-31,-0.3,DZA
Food Inflation,2020-06-30,2.3,DZA
Food Inflation,2020-07-31,0.6,DZA
Food Inflation,2020-08-31,-1.8,DZA
Food Inflation,2020-09-30,-1.7,DZA
Food Inflation,2020-10-31,1.3,DZA
Food Inflation,2020-11-30,0.8,DZA
Food Inflation,2020-12-31,1.47,DZA
Food Inflation,2021-01-31,3.44,DZA
Food Inflation,2021-02-28,5.1,DZA
Food Inflation,2021-03-31,5.8,DZA
Food Inflation,2021-04-30,7.4,DZA
Food Inflation,2021-05-31,6.81,DZA
Food Inflation,2021-06-30,3.79,DZA
Food Inflation,2021-07-31,9.38,DZA
Food Inflation,2021-08-31,11.34,DZA
Food Inflation,2021-09-30,13.67,DZA
Food Inflation,2021-10-31,12.32,DZA
Food Inflation,2021-11-30,13.6,DZA
Food Inflation,2021-12-31,11.9,DZA
Food Inflation,2022-01-31,11.8,DZA
Food Inflation,2022-02-28,13.2,DZA
Food Inflation,2022-03-31,13.6,DZA
Inflation Rate,2001-12-31,4.23,DZA
Inflation Rate,2002-12-31,1.42,DZA
Inflation Rate,2003-12-31,2.58,DZA
Inflation Rate,2004-12-31,3.56,DZA
Inflation Rate,2005-12-31,1.64,DZA
Inflation Rate,2006-06-30,0.58,DZA
Inflation Rate,2006-07-31,0.62,DZA
Inflation Rate,2006-08-31,0.76,DZA
Inflation Rate,2006-09-30,1.3,DZA
Inflation Rate,2006-10-31,1.87,DZA
Inflation Rate,2006-11-30,2.3,DZA
Inflation Rate,2006-12-31,2.53,DZA
Inflation Rate,2007-01-31,2.59,DZA
Inflation Rate,2007-02-28,2.9,DZA
Inflation Rate,2007-03-31,3.17,DZA
Inflation Rate,2007-04-30,3.18,DZA
Inflation Rate,2007-05-31,3.06,DZA
Inflation Rate,2007-06-30,3.25,DZA
Inflation Rate,2007-07-31,3.54,DZA
Inflation Rate,2007-08-31,3.68,DZA
Inflation Rate,2007-09-30,3.69,DZA
Inflation Rate,2007-10-31,3.57,DZA
Inflation Rate,2007-11-30,3.55,DZA
Inflation Rate,2007-12-31,3.51,DZA
Inflation Rate,2008-01-31,3.73,DZA
Inflation Rate,2008-02-29,3.81,DZA
Inflation Rate,2008-03-31,4.02,DZA
Inflation Rate,2008-04-30,4.47,DZA
Inflation Rate,2008-05-31,4.93,DZA
Inflation Rate,2008-06-30,4.78,DZA
Inflation Rate,2008-07-31,4.4,DZA
Inflation Rate,2008-08-31,4.25,DZA
Inflation Rate,2008-09-30,4.18,DZA
Inflation Rate,2008-10-31,4.18,DZA
Inflation Rate,2008-11-30,4.29,DZA
Inflation Rate,2008-12-31,4.46,DZA
Inflation Rate,2009-01-31,4.94,DZA
Inflation Rate,2009-02-28,5.06,DZA
Inflation Rate,2009-03-31,5.04,DZA
Inflation Rate,2009-04-30,5.0,DZA
